ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,TOTAL_PRICE,PRICE_USD
10272,0.40659340659340665,0.4094638949671773,4,0.14419363163726495,2004-07-20,Shipped,3,7,2004,4,58,93,Diecast Classics Inc.,2155551555,7586 Pompton St.,Unknown,Allentown,PA,70267,USA,1,Yu,Kyung,Small,2443.26,940.6551000000001
10282,0.3406593406593407,0.5456783369803063,7,0.14622294342852227,2004-08-20,Shipped,3,8,2004,4,58,93,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,1,Nelson,Valarie,Small,2470.86,951.2811
10292,0.3186813186813187,0.38553063457330417,1,0.1062682941355095,2004-09-08,Shipped,3,9,2004,4,58,93,Land of Toys Inc.,2125557818,897 Long Airport Avenue,Unknown,NYC,NY,10022,USA,1,Yu,Kwai,Small,1927.45,742.06825
10306,0.3076923076923077,0.4576039387308535,15,0.11539357987510909,2004-10-14,Shipped,4,10,2004,4,58,93,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Unknown,Manchester,Unknown,EC2 5NT,UK,1,Ashworth,Victoria,Small,2051.56,789.8506
10314,0.3516483516483517,0.4736050328227571,7,0.13640872104094873,2004-10-22,Shipped,4,10,2004,4,58,93,Heintze Collectables,86 21 3555,Smagsloget 45,Unknown,Aaarhus,Unknown,8200,Denmark,1,Ibsen,Palle,Small,2337.38,899.8913000000001
10325,0.41758241758241765,1.0,7,0.40077657938910366,2004-11-05,Shipped,4,11,2004,4,58,93,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Unknown,Stavern,Unknown,4110,Norway,1,Bergulfsen,Jonas,Medium,4400.0,2284.1896
10337,0.16483516483516486,1.0,6,0.13342283872779798,2004-11-21,Shipped,4,11,2004,4,58,93,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,1,Hernandez,Maria,Small,2100.0,884.25645
10350,0.41758241758241765,1.0,17,0.44179808788831726,2004-12-02,Shipped,4,12,2004,4,58,93,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,1,Freyre,Diego,Medium,4400.0,2498.9888
10359,0.20879120879120883,0.5203774617067835,4,0.08390174895795574,2004-12-15,Shipped,4,12,2004,4,58,93,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Unknown,Reims,Unknown,51100,France,1,Henriot,Paul,Small,1623.2500000000002,624.95125
10372,0.19780219780219782,0.4335339168490153,9,0.06792238911759496,2005-01-26,Shipped,1,1,2005,4,58,93,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Unknown,Minato-ku,Tokyo,106-0032,Japan,2,Shimamura,Akiko,Small,1405.92,541.2792000000001
10383,0.3516483516483517,0.45377461706783373,10,0.13235745003738789,2005-02-22,Shipped,1,2,2005,4,58,93,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,1,Freyre,Diego,Small,2282.28,878.6778
10395,0.4285714285714286,1.0,3,0.6245957000647762,2005-03-17,Shipped,1,3,2005,4,58,93,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Unknown,Paris,Unknown,75508,France,1,Da Cunha,Daniel,Large,4500.0,3456.16425
10413,0.4945054945054945,0.5056072210065645,4,0.203976715852969,2005-05-05,Shipped,2,5,2005,4,58,93,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Unknown,Bridgewater,CT,97562,USA,1,King,Julie,Medium,3256.35,1253.6947499999999
10108,0.3076923076923077,0.7673687089715535,14,0.17201579039856124,2003-03-03,Shipped,1,3,2003,1,81,94,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Unknown,Makati City,Unknown,1227 MM,Philippines,2,Cruz,Arnold,Small,2821.66,1086.3391
10121,0.41758241758241765,0.6560448577680524,1,0.20670084635536337,2003-05-07,Shipped,2,5,2003,1,81,94,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Unknown,Reims,Unknown,51100,France,1,Henriot,Paul,Medium,3293.3999999999996,1267.959
10135,0.41758241758241765,0.9452954048140043,15,0.2751239460997142,2003-07-02,Shipped,3,7,2003,1,81,94,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,1,Nelson,Valarie,Medium,4224.0,1626.24
10145,0.3516483516483517,0.7450765864332605,2,0.19186922408969556,2003-08-25,Shipped,3,8,2003,1,81,94,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Unknown,Pasadena,CA,90003,USA,1,Young,Julie,Medium,3091.68,1190.2968
10159,0.27472527472527475,0.6115973741794309,10,0.12774885354912663,2003-10-10,Shipped,4,10,2003,1,81,94,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,Unknown,San Francisco,CA,Unknown,USA,1,Brown,Julie,Small,2219.6,854.5459999999999
10169,0.46153846153846156,0.7339989059080962,10,0.24883112376081473,2003-11-04,Shipped,4,11,2003,1,81,94,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,0,O'Hara,Anna,Medium,3866.3999999999996,1488.564
10180,0.16483516483516486,0.911925601750547,5,0.10901154134318383,2003-11-11,Shipped,4,11,2003,1,81,94,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",Unknown,Lille,Unknown,59000,France,1,Rance,Martine,Small,1964.76,756.4326
10190,0.3736263736263737,0.5448577680525164,2,0.16077663820973526,2003-11-19,Shipped,4,11,2003,1,81,94,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,1,Freyre,Diego,Small,2668.8,1027.488
10211,0.3736263736263737,0.7339989059080962,10,0.20145110498232807,2004-01-15,Shipped,1,1,2004,1,81,94,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Unknown,Paris,Unknown,75016,France,1,Perrier,Dominique,Medium,3222.0,1240.47
10224,0.4835164835164836,0.6894146608315099,3,0.24869142476069195,2004-02-21,Shipped,1,2,2004,1,81,94,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",Unknown,Lille,Unknown,59000,France,1,Rance,Martine,Medium,3864.5000000000005,1487.8325
10237,0.15384615384615385,0.5670131291028446,3,0.06504606023085627,2004-04-05,Shipped,2,4,2004,1,81,94,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,1,Frick,Michael,Small,1366.8000000000002,526.218
10252,0.46153846153846156,0.6226750547045952,7,0.22010312727240644,2004-05-26,Shipped,2,5,2004,1,81,94,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Unknown,Paris,Unknown,75016,France,1,Perrier,Dominique,Medium,3475.68,1338.1368
10264,0.4505494505494506,0.8564004376367615,5,0.2738372447827938,2004-06-30,Shipped,2,6,2004,1,81,94,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Unknown,Boston,MA,51003,USA,1,Yoshido,Juri,Medium,4206.5,1619.5025
10276,0.16483516483516486,0.600382932166302,11,0.07383827414384733,2004-08-02,Shipped,3,8,2004,1,81,94,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,Unknown,Brickhaven,MA,58339,USA,1,Barajas,Miguel,Small,1486.38,572.2563
10285,0.3626373626373627,0.711706783369803,2,0.19085456819406693,2004-08-27,Shipped,3,8,2004,1,81,94,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Unknown,Cambridge,MA,51247,USA,1,Hernandez,Marta,Medium,3077.88,1184.9838
10299,0.41758241758241765,0.7339989059080962,5,0.22514111437157142,2004-09-30,Shipped,3,9,2004,1,81,94,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Unknown,Helsinki,Unknown,21240,Finland,1,Karttunen,Matti,Medium,3544.2,1364.517
10309,0.2417582417582418,0.8451859956236325,1,0.14711848754509887,2004-10-15,Shipped,4,10,2004,1,81,94,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Unknown,Stavern,Unknown,4110,Norway,1,Bergulfsen,Jonas,Small,2483.04,955.9704
10319,0.4285714285714286,0.6894146608315099,6,0.22027738339361225,2004-11-03,Shipped,4,11,2004,1,81,94,Microscale Inc.,2125551957,5290 North Pendale Street,Suite 200,NYC,NY,10022,USA,1,Kuo,Kee,Medium,3478.05,1339.04925
10331,0.15384615384615385,1.0,5,0.2334936440631234,2004-11-17,Shipped,4,11,2004,1,81,94,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Unknown,Philadelphia,PA,71270,USA,1,Hernandez,Rosa,Medium,2000.0,1408.2530000000002
10341,0.3516483516483517,1.0,3,0.3088252269924937,2004-11-24,Shipped,4,11,2004,1,81,94,Salzburg Collectables,6562-9555,Geislweg 14,Unknown,Salzburg,Unknown,5020,Austria,1,Pipps,Georg,Medium,3800.0,1802.7086
10356,0.21978021978021983,1.0,4,0.2540735125548962,2004-12-09,Shipped,4,12,2004,1,81,94,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Unknown,Paris,Unknown,75508,France,1,Da Cunha,Daniel,Medium,2600.0,1516.0145
10365,0.41758241758241765,1.0,2,0.33102707440148166,2005-01-07,Shipped,1,1,2005,1,81,94,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,Unknown,New Bedford,MA,50553,USA,1,Tam,Wing C,Medium,4400.0,1918.9632
10375,0.4725274725274726,1.0,8,0.3620799563550913,2005-02-03,Shipped,1,2,2005,1,81,94,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Unknown,Nantes,Unknown,44000,France,1,Labrune,Janine,Medium,4900.0,2081.5641
10390,0.17582417582417587,1.0,13,0.22124277701025025,2005-03-04,Shipped,1,3,2005,1,81,94,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,1,Nelson,Valarie,Medium,2200.0,1344.1043
10403,0.27472527472527475,0.5670131291028446,3,0.12031833725838506,2005-04-08,Shipped,2,4,2005,1,81,94,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Unknown,Liverpool,Unknown,WX1 6LT,UK,1,Devon,Elizabeth,Small,2118.54,815.6379000000001
10105,0.38461538461538464,0.5988785557986871,5,0.17758978050346047,2003-02-11,Shipped,1,2,2003,3,66,95,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Unknown,Kobenhavn,Unknown,1734,Denmark,1,Petersen,Jytte,Small,2897.4700000000003,1115.52595
10119,0.20879120879120883,0.6809354485776806,14,0.10548156818744958,2003-04-28,Shipped,2,4,2003,3,66,95,Salzburg Collectables,6562-9555,Geislweg 14,Unknown,Salzburg,Unknown,5020,Austria,1,Pipps,Georg,Small,1916.75,737.94875
10129,0.27472527472527475,0.4529540481400438,5,0.10130897963115051,2003-06-12,Shipped,2,6,2003,3,66,95,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,Unknown,London,Unknown,WX3 6FW,UK,1,Brown,Ann,Small,1860.0,716.1
10142,0.38461538461538464,0.5076586433260394,2,0.15748268283841899,2003-08-08,Shipped,3,8,2003,3,66,95,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,1,Nelson,Valarie,Small,2624.0,1010.24
10153,0.40659340659340665,0.5168216630196937,1,0.1690122618959213,2003-09-28,Shipped,3,9,2003,3,66,95,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,1,Freyre,Diego,Small,2780.81,1070.61185
10167,0.40659340659340665,0.6627461706783371,12,0.20274662939399307,2003-10-23,Cancelled,4,10,2003,3,66,95,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Unknown,Boras,Unknown,S-844 67,Sweden,1,Larsson,Maria,Medium,3239.6200000000003,1247.2537
10177,0.19780219780219782,0.6717724288840263,3,0.09866205120777138,2003-11-07,Shipped,4,11,2003,3,66,95,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",Unknown,Madrid,Unknown,28023,Spain,1,Fernandez,Jesus,Small,1824.0,702.24
10185,0.16483516483516486,0.3708971553610503,3,0.04792925642633782,2003-11-14,Shipped,4,11,2003,3,66,95,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,Unknown,New Bedford,MA,50553,USA,1,Tam,Wing C,Small,1134.0,436.59000000000003
10197,0.18681318681318687,0.5168216630196937,9,0.0739140057070718,2003-11-26,Shipped,4,11,2003,3,66,95,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",Unknown,Barcelona,Unknown,8022,Spain,1,Saavedra,Eduardo,Small,1487.41,572.6528500000001
10208,0.3516483516483517,0.6535831509846828,3,0.17317749787326653,2004-01-02,Shipped,1,1,2004,3,66,95,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Unknown,Lyon,Unknown,69004,France,1,Saveley,Mary,Small,2837.46,1092.4221
10222,0.27472527472527475,0.48946936542669583,15,0.1073947092312364,2004-02-19,Shipped,1,2,2004,3,66,95,Collectable Mini Designs Co.,7605558146,361 Furth Circle,Unknown,San Diego,CA,91217,USA,1,Thompson,Valarie,Small,1942.77,747.96645
10233,0.3296703296703297,0.5988785557986871,3,0.15160944277009883,2004-03-29,Shipped,1,3,2004,3,66,95,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,Unknown,Newark,NJ,94019,USA,1,Brown,William,Small,2544.12,979.4861999999999
10248,0.3296703296703297,0.6080415754923414,6,0.15338288481376283,2004-05-07,Cancelled,2,5,2004,3,66,95,Land of Toys Inc.,2125557818,897 Long Airport Avenue,Unknown,NYC,NY,10022,USA,1,Yu,Kwai,Small,2568.2400000000002,988.7724
10261,0.3076923076923077,0.48030634573304154,4,0.11954337543665128,2004-06-17,Shipped,2,6,2004,3,66,95,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Unknown,Montreal,Quebec,H1J 1C3,Canada,1,Fresnisre,Jean,Small,2108.0,811.58
10273,0.16483516483516486,0.525984682713348,7,0.06543868794699087,2004-07-21,Shipped,3,7,2004,3,66,95,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Unknown,Bruxelles,Unknown,B-1180,Belgium,1,Dewey,Catherine,Small,1372.14,528.2739
10283,0.4285714285714286,0.7082877461706782,9,0.22484333492394126,2004-08-20,Shipped,3,8,2004,3,66,95,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,Unknown,Tsawassen,BC,T2F 8M4,Canada,1,Lincoln,Elizabeth,Medium,3540.15,1362.95775
10295,0.21978021978021983,0.6627461706783371,4,0.10857626866911702,2004-09-10,Shipped,3,9,2004,3,66,95,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Unknown,Boston,MA,51003,USA,1,Yoshido,Juri,Small,1958.8400000000001,754.1534
10306,0.4835164835164836,0.3708971553610503,3,0.1630706428433305,2004-10-14,Shipped,4,10,2004,3,66,95,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Unknown,Manchester,Unknown,EC2 5NT,UK,1,Ashworth,Victoria,Small,2700.0,1039.5
10315,0.38461538461538464,0.48030634573304154,2,0.1514535680962776,2004-10-29,Shipped,4,10,2004,3,66,95,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Unknown,Nantes,Unknown,44000,France,1,Labrune,Janine,Small,2542.0,978.6700000000001
10326,0.3626373626373627,0.4529540481400438,1,0.1366013586095391,2004-11-09,Shipped,4,11,2004,3,66,95,"Volvo Model Replicas, Co",0921-12 3555,Berguvsvgen  8,Unknown,Lule,Unknown,S-958 22,Sweden,1,Berglund,Christina,Small,2340.0,900.9
10339,0.17582417582417587,1.0,5,0.1716319857771713,2004-11-23,Shipped,4,11,2004,3,66,95,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Unknown,Minato-ku,Tokyo,106-0032,Japan,2,Shimamura,Akiko,Small,2200.0,1084.3294
10350,0.43956043956043966,0.6809354485776806,11,0.22386323614939557,2004-12-02,Shipped,4,12,2004,3,66,95,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,1,Freyre,Diego,Medium,3526.82,1357.8257
10373,0.41758241758241765,1.0,14,0.3048224830100282,2005-01-31,Shipped,1,1,2005,3,66,95,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Unknown,Oulu,Unknown,90110,Finland,1,Koskitalo,Pirkko,Medium,4400.0,1781.7492
10385,0.20879120879120883,0.6900984682713349,1,0.10671312516221626,2005-02-28,Shipped,1,2,2005,3,66,95,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,1,Nelson,Valarie,Small,1933.5,744.3975
10396,0.3626373626373627,0.5441739606126915,1,0.15572762224213954,2005-03-23,Shipped,1,3,2005,3,66,95,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,1,Nelson,Valarie,Small,2600.13,1001.05005
10414,0.3406593406593407,0.6080415754923414,6,0.15862821463942584,2005-05-06,On Hold,2,5,2005,3,66,95,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Unknown,Boston,MA,51003,USA,1,Yoshido,Juri,Small,2639.58,1016.2383
10106,0.27472527472527475,1.0,7,0.20813974605662808,2003-02-17,Shipped,1,2,2003,2,91,96,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Unknown,Bergamo,Unknown,24100,Italy,1,Rovelli,Giovanni,Medium,3100.0,1275.49345
10120,0.4505494505494506,0.7567013129102844,13,0.24864510351328278,2003-04-29,Shipped,2,4,2003,2,91,96,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,0,Ferguson,Peter,Medium,3863.87,1487.58995
10133,0.19780219780219782,0.6942013129102844,8,0.10155602628399923,2003-06-27,Shipped,2,6,2003,2,91,96,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,1,Freyre,Diego,Small,1863.3600000000001,717.3936
10143,0.3296703296703297,1.0,2,0.25468083557648263,2003-08-10,Shipped,3,8,2003,2,91,96,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,Unknown,New Bedford,MA,50553,USA,1,Tam,Wing C,Medium,3600.0,1519.1946
10156,0.46153846153846156,1.0,2,0.3288036545258432,2003-10-08,Shipped,4,10,2003,2,91,96,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,1,Freyre,Diego,Medium,4800.0,1907.3208
10168,0.2417582417582418,0.9815371991247266,14,0.16764394695261334,2003-10-28,Shipped,4,10,2003,2,91,96,Technics Stores Inc.,6505556809,9408 Furth Circle,Unknown,Burlingame,CA,94217,USA,1,Hirano,Juri,Small,2762.2000000000003,1063.447
10199,0.46153846153846156,0.7691466083150986,2,0.2579012651582606,2003-12-01,Shipped,4,12,2003,2,91,96,West Coast Collectables Co.,3105553722,3675 Furth Circle,Unknown,Burbank,CA,94019,USA,1,Thompson,Steve,Medium,3989.76,1536.0576
10210,0.16483516483516486,0.7066466083150984,12,0.08583547722281329,2004-01-12,Shipped,1,1,2004,2,91,96,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Unknown,Osaka,Osaka,530-0003,Japan,2,Kentary,Mory,Small,1649.55,635.07675
10223,0.20879120879120883,1.0,14,0.15092050612212488,2004-02-20,Shipped,1,2,2004,2,91,96,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,0,Ferguson,Peter,Small,2500.0,975.87875
10235,0.20879120879120883,1.0,8,0.15426592954611795,2004-04-02,Shipped,2,4,2004,2,91,96,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,Unknown,Tsawassen,BC,T2F 8M4,Canada,1,Lincoln,Elizabeth,Small,2500.0,993.39625
10250,0.27472527472527475,0.8815645514223196,9,0.17274222519919974,2004-05-11,Shipped,2,5,2004,2,91,96,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,Unknown,San Jose,CA,94217,USA,1,Frick,Sue,Small,2831.54,1090.1429
10262,0.3736263736263737,0.7815919037199124,4,0.21168589488606074,2004-06-24,Cancelled,2,6,2004,2,91,96,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,1,Freyre,Diego,Medium,3361.2,1294.062
10275,0.28571428571428575,0.8565371991247266,14,0.17515240058026554,2004-07-23,Shipped,3,7,2004,2,91,96,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Unknown,Nantes,Unknown,44000,France,1,Labrune,Janine,Small,2864.32,1102.7632
10284,0.19780219780219782,0.7691466083150986,6,0.11122613812407772,2004-08-21,Shipped,3,8,2004,2,91,96,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Unknown,Oslo,Unknown,N 0106,Norway,1,Klaeboe,Jan,Small,1994.88,768.0288
10296,0.39560439560439564,1.0,2,0.2804619184201955,2004-09-15,Shipped,3,9,2004,2,91,96,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Hansastr. 15,Unknown,Munich,Unknown,80686,Germany,1,Donnermeyer,Michael,Medium,4200.0,1654.1910000000003
10308,0.16483516483516486,1.0,12,0.12814221652315658,2004-10-15,Shipped,4,10,2004,2,91,96,Mini Classics,9145554562,3758 North Pendale Street,Unknown,White Plains,NY,24067,USA,1,Frick,Steve,Small,2100.0,856.60575
10316,0.3076923076923077,0.7567013129102844,4,0.17006588646000526,2004-11-01,Shipped,4,11,2004,2,91,96,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,Unknown,Cowes,Isle of Wight,PO31 7PJ,UK,1,Bennett,Helen,Small,2795.14,1076.1289
10328,0.23076923076923078,1.0,8,0.16763659437365952,2004-11-12,Shipped,4,11,2004,2,91,96,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Unknown,Bergamo,Unknown,24100,Italy,1,Rovelli,Giovanni,Small,2700.0,1063.4085
10340,0.2637362637362638,0.8440919037199124,5,0.15998255968272151,2004-11-24,Shipped,4,11,2004,2,91,96,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",Unknown,Barcelona,Unknown,8022,Spain,1,Saavedra,Eduardo,Small,2658.0,1023.33
10353,0.3626373626373627,1.0,9,0.33540553516848803,2004-12-04,Shipped,4,12,2004,2,91,96,Gift Ideas Corp.,2035554407,2440 Pompton St.,Unknown,Glendale,CT,97561,USA,1,Lewis,Dan,Medium,3900.0,1941.88995
10361,0.15384615384615385,0.4603391684901531,4,0.05357603706287999,2004-12-17,Shipped,4,12,2004,2,91,96,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,0,Huxley,Adrian,Small,1210.8,466.158
10375,0.3406593406593407,0.752051422319475,6,0.18727459750144662,2005-02-03,Shipped,1,2,2005,2,91,96,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Unknown,Nantes,Unknown,44000,France,1,Labrune,Janine,Medium,3029.19,1166.2381500000001
10388,0.43956043956043966,1.0,2,0.7047057240562414,2005-03-03,Shipped,1,3,2005,2,91,96,FunGiftIdeas.com,5085552555,1785 First Street,Unknown,New Bedford,MA,50553,USA,1,Benitez,Violeta,Large,4600.0,3875.641
10398,0.4505494505494506,0.8316466083150984,6,0.26758240586676985,2005-03-30,Shipped,1,3,2005,2,91,96,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Unknown,Reims,Unknown,51100,France,1,Henriot,Paul,Medium,4121.43,1586.7505500000002
10401,0.05494505494505496,1.0,8,0.048025575210633005,2005-04-03,On Hold,2,4,2005,2,91,96,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,Unknown,Newark,NJ,94019,USA,1,Brown,William,Small,1100.0,437.09434999999996
10416,0.18681318681318687,0.8815645514223196,9,0.11901546026776624,2005-05-10,Shipped,2,5,2005,2,91,96,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Unknown,Reggio Emilia,Unknown,42100,Italy,1,Moroni,Maurizio,Small,2100.82,808.8157000000001
10105,0.2527472527472528,0.5917669584245078,12,0.11412820103715476,2003-02-11,Shipped,1,2,2003,3,86,97,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Unknown,Kobenhavn,Unknown,1734,Denmark,1,Petersen,Jytte,Small,2034.3500000000001,783.22475
10117,0.3516483516483517,0.7221006564551422,6,0.1871753376855699,2003-04-16,Shipped,2,4,2003,3,86,97,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Unknown,Singapore,Unknown,79903,Singapore,2,Natividad,Eric,Medium,3027.84,1165.7184
10128,0.28571428571428575,0.9589715536105032,3,0.19277506181680756,2003-06-06,Shipped,2,6,2003,3,86,97,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,1,Freyre,Diego,Medium,3104.0,1195.04
10142,0.40659340659340665,0.7813183807439825,9,0.23015777899177026,2003-08-08,Shipped,3,8,2003,3,86,97,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,1,Nelson,Valarie,Medium,3612.4300000000003,1390.78555
10153,0.27472527472527475,0.8287746170678338,8,0.16394412922304563,2003-09-28,Shipped,3,9,2003,3,86,97,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,1,Freyre,Diego,Small,2711.88,1044.0738000000001
10166,0.2527472527472528,1.0,3,0.18615553498467352,2003-10-21,Shipped,4,10,2003,3,86,97,FunGiftIdeas.com,5085552555,1785 First Street,Unknown,New Bedford,MA,50553,USA,1,Benitez,Violeta,Medium,2900.0,1160.37845
10177,0.27472527472527475,0.8405361050328228,10,0.16590432677213696,2003-11-07,Shipped,4,11,2003,3,86,97,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",Unknown,Madrid,Unknown,28023,Spain,1,Fernandez,Jesus,Small,2738.54,1054.3379
10185,0.2637362637362638,0.9234135667396062,10,0.17277604706238736,2003-11-14,Shipped,4,11,2003,3,86,97,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,Unknown,New Bedford,MA,50553,USA,1,Tam,Wing C,Small,2832.0,1090.32
10196,0.4835164835164836,0.9234135667396062,2,0.3115927377107157,2003-11-26,Shipped,4,11,2003,3,86,97,Super Scale Inc.,2035559545,567 North Pendale Street,Unknown,New Haven,CT,97823,USA,1,Murphy,Leslie,Medium,4720.0,1817.2
10208,0.3736263736263737,0.7339989059080962,10,0.20145110498232807,2004-01-02,Shipped,1,1,2004,3,86,97,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Unknown,Lyon,Unknown,69004,France,1,Saveley,Mary,Medium,3222.0,1240.47
10221,0.18681318681318687,0.9589715536105032,4,0.12858704754986336,2004-02-18,Shipped,1,2,2004,3,86,97,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Unknown,Bruxelles,Unknown,B-1180,Belgium,1,Dewey,Catherine,Small,2231.0,858.9350000000001
